employee_id,job_role,training_hours,client_contacts,task_switch_hours,performance_index
E1110,implement_specialist,6.2,4.85,4.8,53
E1111,account_manager,6.8,5.21,8.1,45
E1112,account_manager,8.3,9.54,3.4,77.8
E1113,account_manager,8.6,4.94,6.2,35.2
E1114,account_manager,6.6,7.71,5.1,47.8
E1115,account_manager,5,0,9.6,98.9
E1116,account_manager,7.8,5.97,8.5,42.9
E1117,implement_specialist,6,7.22,6.8,29.3
E1118,implement_specialist,8.1,3.59,10.8,69.2
E1119,account_manager,6.5,9.33,5,49.1
E1120,implement_specialist,7.5,3.74,9,50
E1121,account_manager,6.4,5.87,9.8,44.8
E1122,implement_specialist,7.6,2.62,10.8,55.2
E1123,account_manager,7.3,11.96,0.3,75.1
E1124,account_manager,7.4,10.38,5.2,78.6
E1125,support_engineer,8.8,10.36,4.9,69.8
E1126,account_manager,7.1,2.32,8.8,56.4
E1127,implement_specialist,7.8,5.16,4.9,65.6
E1128,implement_specialist,6.5,13.69,5.5,61.2
E1129,support_engineer,8.3,10.32,8.1,51.7
E1130,account_manager,5.6,8.16,9.1,37.3
E1131,account_manager,5.2,2.05,11.1,62.8
E1132,implement_specialist,7.1,12.69,8.8,61
E1133,implement_specialist,8.2,1.73,3.1,56.6
E1134,support_engineer,5.9,6.78,5.6,63.1
E1135,implement_specialist,8.6,10.32,6.8,67.2
E1136,account_manager,6.9,10.25,7.4,54.8
E1137,implement_specialist,8.7,11.25,5.8,64.9
E1138,account_manager,8.7,10.7,2.3,60.9
E1139,account_manager,7.1,5.53,4.7,58.9
E1140,account_manager,4.7,8.18,4.5,59.9
E1141,account_manager,8,4.61,5.3,67.6
E1142,account_manager,5.7,11.19,6.9,55.2
E1143,support_engineer,8.9,6.46,5.5,45
E1144,account_manager,7.4,4.77,4,52.1
E1145,account_manager,6.8,3.47,5.6,46.5
E1146,support_engineer,7.1,9.8,9.8,59.7
E1147,account_manager,8.4,8.67,4.7,54.6
E1148,implement_specialist,7.4,12.28,1.4,70.9
E1149,account_manager,7.3,4.35,6.7,50.6
E1150,implement_specialist,6.5,9.07,9.4,50.2
E1151,account_manager,6.8,10.21,4.8,57
E1152,account_manager,5.5,3.25,12,60.4
E1153,support_engineer,6.1,0,6.9,32.7
E1154,account_manager,7,4.41,1.9,79
E1155,implement_specialist,8.3,4.65,5.1,89.4
E1156,account_manager,6.2,8.19,3.6,79
E1157,support_engineer,7.3,8.48,1.4,48.9
E1158,implement_specialist,6.1,0.38,6.9,45.5
E1159,implement_specialist,8,5.04,6,30.1
E1160,implement_specialist,7.8,5.99,7.4,81.3
E1161,account_manager,7.5,7.84,5.2,66
E1162,implement_specialist,6.8,7.43,2.3,49.5
E1163,implement_specialist,6.5,5.87,6.2,20.5
E1164,implement_specialist,6.2,3.96,8,31.9
E1165,support_engineer,7.9,13.79,5.8,60.6
E1166,implement_specialist,6.4,7.3,4.1,58.4
E1167,account_manager,4.7,1.64,12,40.2
E1168,support_engineer,6.2,6.45,7.9,57.1
E1169,support_engineer,7.5,9.32,4.2,44.9
E1170,implement_specialist,5.1,2.21,7.9,24.2
E1171,account_manager,5.9,7.34,8.1,43.5
E1172,account_manager,5.4,4.09,7.5,37.8
E1173,account_manager,9,6.02,1.8,65.4
E1174,account_manager,5.6,10.01,6.6,55.8
E1175,account_manager,8.1,12.12,9.6,58
E1176,account_manager,6.4,2.11,8.2,29.9
E1177,account_manager,7.8,7.14,3.4,78
E1178,implement_specialist,7.7,6.35,8.3,51.8
E1179,account_manager,5.4,3.09,6.4,43.4
E1180,implement_specialist,8,5.97,8.8,44.7
E1181,implement_specialist,6.5,7.64,9,51.1
E1182,support_engineer,7.3,5.35,2.8,100
E1183,support_engineer,5.3,5.43,9,54.7
E1184,account_manager,5.4,10.49,10.4,64
E1185,account_manager,7.4,4.09,8.2,73.8
E1186,account_manager,8.8,4,3.8,39.8
E1187,implement_specialist,6,5.97,3.1,47.5
E1188,account_manager,8.3,10.42,1.3,78.5
E1189,implement_specialist,6.6,2.68,9.7,45.6
E1190,implement_specialist,6.4,6.38,7.5,59.9
E1191,account_manager,8.4,9.84,5.5,65.4
E1192,account_manager,7.7,7.96,4.4,98.7
E1193,support_engineer,8.4,5.64,7.9,46.5
E1194,account_manager,6.6,9.86,3,42.7
E1195,account_manager,5,0.87,11.1,37.1
E1196,account_manager,6.9,7.03,7.9,69.9
E1197,implement_specialist,9,8.59,2.7,77.8
E1198,account_manager,6.9,10.94,9.4,68.7
E1199,account_manager,6,5.82,10.5,32
E1200,implement_specialist,8.9,8.51,1.7,74.7
E1201,implement_specialist,8.3,3.65,6,43
E1202,support_engineer,8.7,4.85,8.5,49.8
E1203,support_engineer,7.5,2.53,4.7,54.7
E1204,implement_specialist,7.5,12.2,5.9,75.5
E1205,account_manager,8.1,9.88,2.6,66.3
E1206,support_engineer,6.6,10.56,5.3,55.8
E1207,support_engineer,6.5,4.44,9.7,32
E1208,implement_specialist,8.2,6.23,3.4,62.8
E1209,support_engineer,5.7,6.94,5.4,55.8
E1210,account_manager,6.3,0.82,8.9,65
E1211,support_engineer,7.7,5.58,5.6,41.9
E1212,implement_specialist,7.6,8.71,4.7,38.2
E1213,support_engineer,5.9,3.34,7.7,45.8
E1214,account_manager,9.3,6.91,3.9,56.4
E1215,account_manager,7.7,8.36,2.9,60.4
E1216,account_manager,5.4,1.43,8.4,79.6
E1217,support_engineer,8.3,9.61,3.9,57.5
E1218,account_manager,10,13.93,3.2,100
E1219,implement_specialist,5.2,2.72,6.4,12.1
E1220,account_manager,7.1,7.67,5.6,61.5
E1221,account_manager,7.1,7.73,10,60.2
E1222,account_manager,7.6,11.76,1.2,62.7
E1223,account_manager,7.2,4.19,8.2,57.9
E1224,support_engineer,8.4,2.41,8.2,39.2
E1225,support_engineer,7.5,5.9,3.7,52.1
E1226,support_engineer,5.8,5.23,12,54.8
E1227,support_engineer,5.6,7,7.3,49.6
E1228,support_engineer,7.7,10.68,3.1,71.9
E1229,support_engineer,7.2,14.96,3.3,53.2
E1230,account_manager,7,9.19,4.2,78.5
E1231,implement_specialist,9.1,10.54,1.8,59.5
E1232,support_engineer,6.5,1.87,7.2,68
E1233,account_manager,6,1.75,9.3,35.5
E1234,account_manager,9.3,9.14,2.9,64
E1235,account_manager,7.5,2.21,9,59.5
E1236,implement_specialist,5.7,7.29,5.1,35.4
E1237,account_manager,6.5,9.69,7.2,67.4
E1238,support_engineer,7,8.25,5.1,76.8
E1239,implement_specialist,8,9.3,5.8,61.8
E1240,account_manager,7,5.34,7.1,48.9
E1241,account_manager,8.7,7.51,6.3,48.7
E1242,implement_specialist,9.6,8.09,1.3,92
E1243,account_manager,7.4,11,3.5,95.4
E1244,support_engineer,7.9,0.7,11.2,34.1
E1245,implement_specialist,7.7,7.33,4.7,60.9
E1246,support_engineer,6.1,8.04,7.7,59.6
E1247,implement_specialist,9.7,8.83,5.3,65.9
E1248,account_manager,6.5,1.32,4.8,50.8
E1249,account_manager,8.2,10.47,5.1,57.6
E1250,implement_specialist,8.2,9.87,3.6,68
E1251,account_manager,6.2,4.02,9.6,67.3
E1252,implement_specialist,6.9,10.44,8.5,60.5
E1253,account_manager,6.7,10.86,2.4,59.7
E1254,implement_specialist,5.1,2.94,9.7,27
E1255,account_manager,4.3,4.36,7.1,48.1
E1256,account_manager,7.9,12.77,3.6,70.9
E1257,account_manager,7,9.06,5.6,73.5
E1258,implement_specialist,7.2,5.27,7.1,53.4
E1259,implement_specialist,6.7,3.47,6.8,67.5
E1260,account_manager,6.4,2.87,11.1,66.3
E1261,account_manager,7.6,8.22,4.7,65.6
E1262,account_manager,8.1,9.67,4.6,58.6
E1263,implement_specialist,8.3,9.07,3.3,94.5
E1264,implement_specialist,6.7,7.45,8.5,71.2
E1265,account_manager,4.9,1.12,12,46.4
E1266,account_manager,9.2,7.26,4.8,49.8
E1267,account_manager,9.3,12.71,2.1,67.7
E1268,support_engineer,6.1,7.46,11.4,54.4
E1269,implement_specialist,6.1,6.27,8.1,86.9
E1270,implement_specialist,6.8,3.22,7.7,43
E1271,account_manager,8.3,2.25,6.5,61.2
E1272,implement_specialist,8,2.91,6.8,86.2
E1273,support_engineer,6.8,12.27,5.4,71.2
E1274,account_manager,7,7.82,8,41.2
E1275,implement_specialist,7.4,4.56,5,77.7
E1276,account_manager,8.5,11.46,7.7,80.7
E1277,support_engineer,7.8,9.09,1.4,40
E1278,account_manager,4.9,5.37,8.8,37.8
E1279,account_manager,8.5,7.09,9.3,67.6
E1280,support_engineer,7.2,7.97,4.8,68
E1281,support_engineer,6.5,5.56,9.2,45.8
E1282,implement_specialist,5.5,6.65,7.2,39.8
E1283,implement_specialist,7.4,5.04,6.5,57.7
E1284,implement_specialist,6.6,8.86,8,47.3
E1285,account_manager,7.3,4.86,6,49.4
E1286,implement_specialist,6.1,6.57,9.9,64
E1287,account_manager,6.9,7.27,4.3,62.2
E1288,implement_specialist,8.5,8.37,3.9,82
E1289,account_manager,5.3,5.85,10.4,17.3
E1290,implement_specialist,8.7,4.91,6.2,52.1
E1291,account_manager,8.6,11.25,3.3,52.6
E1292,support_engineer,8.6,6.31,5.5,37
E1293,implement_specialist,7.7,8.19,8,81.3
E1294,account_manager,8.9,10.19,7,46.5
E1295,account_manager,7.4,6.62,4.9,76.3
E1296,implement_specialist,8,5.58,5.1,29.9
E1297,support_engineer,8,6.8,5.6,82.9
E1298,account_manager,8.2,3.95,4.5,75.4
E1299,support_engineer,8.3,6.84,7,44.6
E1300,account_manager,5.9,9.9,0.4,88.7
E1301,account_manager,7.4,4.37,8.1,72.1
E1302,account_manager,7.1,15.37,5.2,53.1
E1303,support_engineer,6.6,9.62,4.3,63.8
E1304,implement_specialist,7.4,7.3,4.6,88.8
E1305,account_manager,8.4,3.36,4.3,67.2
E1306,account_manager,6.2,2.86,9.3,54.2
E1307,support_engineer,7.3,10.62,5.2,56.8
E1308,support_engineer,7.7,6.16,6.5,31.4
E1309,support_engineer,7.8,13.22,8.3,76
E1310,implement_specialist,8.4,7.4,4.8,69.5
E1311,support_engineer,6.7,6.74,4.4,47.8
E1312,implement_specialist,9.3,7.42,6.3,54
E1313,implement_specialist,5.1,4.39,5.2,69.7
E1314,support_engineer,6.7,3.69,7.9,80.7
E1315,support_engineer,6,4.18,5.6,55.9
E1316,implement_specialist,9.4,13.04,1.1,73.9
E1317,implement_specialist,6.4,4.82,6.6,21.6
E1318,account_manager,4.4,3.94,8.3,54.9
E1319,account_manager,7.5,3.76,5.6,67.9
E1320,account_manager,7.2,5.38,5.8,45.1
E1321,account_manager,5.8,7.33,8.1,72.7
E1322,implement_specialist,6.7,5.37,1.1,30.6
E1323,support_engineer,5.8,7.23,8.2,62.4
E1324,implement_specialist,6.7,10.01,5,54.6
E1325,account_manager,6.5,4.44,9.3,44
E1326,account_manager,4.4,7.1,9.5,70.4
E1327,support_engineer,8.7,6.22,4.4,75.8
E1328,support_engineer,8.2,5.53,5,57.1
E1329,account_manager,6.7,5.43,8.7,28.9
E1330,support_engineer,9.7,8.48,6.3,49.9
E1331,account_manager,4.9,11.2,5.4,69.2
E1332,support_engineer,6.8,12.09,6.9,56.2
E1333,account_manager,8.9,13.26,0.5,91.1
E1334,account_manager,9.5,8.31,3.1,71.4
E1335,support_engineer,7,10.47,6.3,73.5
E1336,implement_specialist,6.7,8.06,7.4,31.6
E1337,support_engineer,6,8.15,9.2,49.6
E1338,account_manager,8.1,8.13,3.9,72.9
E1339,implement_specialist,7.5,6.77,7.8,50.4
E1340,account_manager,6.6,5.21,7.2,46.6
E1341,account_manager,7.3,12.28,7.3,87.3
E1342,support_engineer,8.6,4.2,7.8,37.6
E1343,support_engineer,6.4,4.97,7.1,54.3
E1344,account_manager,5.9,9.45,4.5,85.7
E1345,account_manager,7.9,6.18,6.6,47.1
E1346,implement_specialist,7.5,1.87,7.2,44.8
E1347,support_engineer,8.9,11.8,3.4,74.5
E1348,implement_specialist,7.4,5.31,7.5,77.9
E1349,implement_specialist,7.6,4.94,5.3,73.7
E1350,support_engineer,4,4.67,12,87.1
E1351,support_engineer,6.9,6.92,1.3,39
E1352,account_manager,6.6,2.25,5.3,41.2
E1353,support_engineer,7.1,4.3,4.8,66.2
E1354,account_manager,6.2,0.95,9.1,37.5
E1355,account_manager,6.4,7.24,6.4,36.8
E1356,support_engineer,7.3,8.94,6,68.2
E1357,account_manager,7.4,7.91,7.1,66.5
E1358,implement_specialist,7.3,8.35,6.2,63.2
E1359,implement_specialist,8.4,7.76,6.3,53.1
E1360,account_manager,6.7,8.86,5.2,68
E1361,account_manager,7.8,6.22,6.1,42.4
E1362,account_manager,7.3,7.19,7.2,49
E1363,account_manager,8.3,11.28,5.3,79.9
E1364,account_manager,8.2,6.91,6.3,53.4
E1365,implement_specialist,6.7,3.34,5.3,38.5
E1366,implement_specialist,5.4,1.92,9.5,40.8
E1367,implement_specialist,8.9,3.65,4.2,97.2
E1368,account_manager,8.3,10.6,3.5,59.2
E1369,implement_specialist,5.8,7.2,5.6,44.2
E1370,implement_specialist,6.3,8.57,9.4,41.5
E1371,account_manager,6.5,6.79,4,57.8
E1372,account_manager,4.1,0,10.3,29
E1373,support_engineer,6.6,4.76,2.6,74.8
E1374,implement_specialist,5.4,2.7,6.2,69.5
E1375,implement_specialist,5.3,8.2,9.1,57.7
E1376,account_manager,7.1,3.72,7.8,56.9
E1377,account_manager,7,1.26,8.7,54.2
E1378,account_manager,7.6,10.02,5.3,87.1
E1379,account_manager,5,5.91,8.3,55.8
E1380,implement_specialist,9,9.32,5,76.7
E1381,implement_specialist,7,3.53,6.3,100
E1382,account_manager,8.3,12.46,4.6,72.7
E1383,account_manager,6.8,5.18,4.7,58.2
E1384,implement_specialist,4,5.1,8.6,70.6
E1385,implement_specialist,6.4,6.07,5.7,75.9
E1386,implement_specialist,8.6,13.81,7.1,76.3
E1387,account_manager,7,9.35,8,67.5
E1388,support_engineer,7.8,8.78,5.5,57.6
E1389,account_manager,6.9,10.48,7.1,24.3
E1390,account_manager,7,10.67,6.9,67.6
E1391,account_manager,5.9,2.74,8.8,36.5
E1392,account_manager,5.5,9.1,5.3,83
E1393,implement_specialist,7.6,4.01,7.3,72.3
E1394,implement_specialist,6.6,9.82,2.1,74.4
E1395,support_engineer,7.2,12.81,2.4,78.3
E1396,implement_specialist,7.1,0.85,12,44.9
E1397,implement_specialist,7.1,3.79,4.6,43.4
E1398,support_engineer,8.3,4.76,5.3,70
E1399,account_manager,8.5,9.05,6,37.7
E1400,implement_specialist,5.6,4.22,7.2,39
E1401,implement_specialist,8.9,6.45,5.9,89.1
E1402,implement_specialist,8.1,9.47,5.6,47.4
E1403,account_manager,6.9,6.52,8.4,45.6
E1404,implement_specialist,8.1,6.14,4.6,83.8
E1405,account_manager,8.8,13.07,0.8,67.8
E1406,account_manager,8.5,8.95,2.8,52.4
E1407,account_manager,8.7,9.9,2,67.6
E1408,implement_specialist,7.7,10.05,4.9,49.4
E1409,support_engineer,7.5,5.37,4.6,35.2
E1410,account_manager,7.5,6.31,3.2,62.4
E1411,account_manager,7.3,6.31,9.6,53.6
E1412,implement_specialist,7.5,2.22,4.9,49.6
E1413,implement_specialist,6.5,2.65,12,55.9
E1414,account_manager,6.4,6.29,5.8,71.9
E1415,support_engineer,7.5,6.25,5.7,47.7
E1416,implement_specialist,6.7,9.12,4.4,53.7
E1417,implement_specialist,9.1,4.93,5.7,63.3
E1418,account_manager,6.7,2.31,5.9,44.2
E1419,account_manager,6.3,6.7,6.3,62.9
E1420,account_manager,6.4,8.38,7.5,56.6
E1421,account_manager,7,8.88,6.2,70.9
E1422,account_manager,8.5,6.13,6.6,61.3
E1423,account_manager,7.1,5.34,8.8,62.9
E1424,support_engineer,7.2,5.32,11.2,54.7
E1425,implement_specialist,7.7,7.75,11.6,51.8
E1426,implement_specialist,8.3,7.65,7.6,33.4
E1427,account_manager,6.9,4.82,10.3,32.2
E1428,support_engineer,6,2.11,8.9,55
E1429,implement_specialist,8.6,5.92,5.1,37.9
E1430,support_engineer,9.4,8.81,3.6,63.7
E1431,support_engineer,10.1,9.88,2.4,81.2
E1432,account_manager,5.5,7.93,7.2,36.4
E1433,implement_specialist,5.8,7.68,7.2,41.2
E1434,account_manager,4.7,6.95,6.3,61
E1435,support_engineer,7.3,7.57,1.7,56.8
E1436,implement_specialist,7.7,5.33,4.5,68.9
E1437,implement_specialist,6.3,7.67,6.4,50.5
E1438,implement_specialist,6.7,2.72,5.5,43.3
E1439,support_engineer,7.2,11.44,7.8,38.8
E1440,implement_specialist,7.1,4.36,4.2,62.9
E1441,account_manager,6.4,3.2,5.7,83.3
E1442,support_engineer,8,4,7.6,72
E1443,account_manager,6.5,5.27,5.6,68.1
E1444,implement_specialist,6.1,6.54,7.7,51.1
E1445,support_engineer,8.9,12.31,2.5,76.6
E1446,implement_specialist,7.9,9.47,4.7,78.1
E1447,implement_specialist,8.2,4.23,7.4,59.1
E1448,implement_specialist,8.1,8.14,10.1,68.4
E1449,support_engineer,5.9,6.19,8,31
E1450,account_manager,5.7,4.93,10.4,26
E1451,account_manager,8.7,9.46,6.6,53.4
E1452,implement_specialist,7.5,15.18,4.5,65.2
E1453,support_engineer,7.7,6.84,5,75.7
E1454,support_engineer,7.6,3.82,4.8,29.2
E1455,implement_specialist,7.1,1.51,7.6,51.4
E1456,account_manager,7.5,3.51,10.1,58.6
E1457,account_manager,7.7,3.67,8,65.1
E1458,account_manager,8.5,7.13,4.4,37.6
E1459,account_manager,8.9,8.61,3,74.1
E1460,implement_specialist,6.2,6.84,9.6,68.9
E1461,implement_specialist,7.3,5.53,3.8,29
E1462,implement_specialist,5.6,6.81,6,24.8
E1463,account_manager,6.9,9,8.1,53.1
E1464,implement_specialist,7.4,4.14,8.8,44.6
E1465,implement_specialist,6.4,5.61,11,58.8
E1466,implement_specialist,8.5,5.09,5.5,64
E1467,account_manager,8.1,4.37,6.5,28.6
E1468,implement_specialist,7,7.2,8.1,30.5
E1469,account_manager,7.2,6.62,8,66.2
E1470,account_manager,6.3,6.95,6.6,51.9
E1471,account_manager,4,0.01,6.9,32
E1472,implement_specialist,8.3,6.67,3.3,70.1
E1473,support_engineer,8,6.55,8.6,50.7
E1474,implement_specialist,6.5,9.59,6.7,32.5
E1475,account_manager,6,5.64,8.1,47.5
E1476,account_manager,8,7.61,6.2,64.4
E1477,account_manager,8.1,11.74,2.2,92.7
E1478,account_manager,5.4,3.36,4.2,76.1
E1479,implement_specialist,6.5,4.28,11.2,60.7
E1480,support_engineer,7.6,8.06,5.9,58.2
E1481,implement_specialist,10.4,12.93,0.8,86.3
E1482,account_manager,6.3,6.83,3.9,39.7
E1483,account_manager,6.3,12.11,4.8,36.5
E1484,account_manager,6.1,1.78,7.8,46.3
E1485,support_engineer,4.7,11.46,4.4,30.1
E1486,account_manager,7,9.82,5,60.5
E1487,support_engineer,8.8,7.6,8.7,78.8
E1488,support_engineer,7.6,8.4,5.7,65.8
E1489,account_manager,8.6,8.26,10.3,73.4
E1490,implement_specialist,7,8.64,3.2,73.7
E1491,implement_specialist,6.9,9.5,7.1,43.8
E1492,account_manager,5,3.82,9.7,49.5
E1493,account_manager,6.2,8.29,4.7,60.3
E1494,support_engineer,5.9,8.14,8.3,40.3
E1495,account_manager,8.7,9.24,5.4,72.1
E1496,implement_specialist,7.7,6.72,6.4,76.6
E1497,support_engineer,8,2.25,7.2,50.7
E1498,implement_specialist,5.7,5.44,10.1,45.2
E1499,support_engineer,7.3,14.36,0.5,49.8
E1500,account_manager,7.3,5.87,4.3,52.1
E1501,implement_specialist,7,2.28,9.7,64.3
E1502,support_engineer,8.5,3.91,5.8,70
E1503,account_manager,8,10.02,3.1,90.8
E1504,support_engineer,5.7,4.94,4.8,63.2
E1505,implement_specialist,7.6,8.33,3.3,57.1
E1506,account_manager,6.7,12.34,6.3,57.4
E1507,implement_specialist,7.9,6.23,3,73.2
E1508,implement_specialist,7.5,4.02,7.4,82.2
E1509,support_engineer,7,2.64,6.5,50.1
E1510,support_engineer,9.2,7.41,7.6,66.3
E1511,support_engineer,5,1,8.9,64
E1512,account_manager,5.9,7.01,4.8,64.9
E1513,account_manager,6.1,4.77,9.5,50.1
E1514,implement_specialist,7.9,5.87,5.5,66
E1515,support_engineer,6.4,2.39,7.8,79.3
E1516,account_manager,7.8,8.4,8.3,44.9
E1517,implement_specialist,5.6,7.49,5.8,36
E1518,support_engineer,7.3,10.92,3.4,49.1
E1519,support_engineer,6.4,5.22,9.4,64
E1520,implement_specialist,7.9,11.22,4.2,84.7
E1521,account_manager,7.2,2.81,7.7,61.1
E1522,support_engineer,8.6,2.22,9,57.2
E1523,implement_specialist,7.6,4.79,3.1,77.2
E1524,account_manager,9.3,7.27,6,57.2
E1525,implement_specialist,7.1,7.02,5.5,79
E1526,support_engineer,6.9,2.23,7.4,67
E1527,account_manager,7.9,6.73,5.7,40.5
E1528,support_engineer,7.4,5.39,8.4,53.3
E1529,support_engineer,8.1,3.43,9,39.9
E1530,account_manager,7.6,8.61,6.3,64.4
E1531,implement_specialist,7.5,4.29,9,48.9
E1532,account_manager,4.1,8.34,8,51.2
E1533,account_manager,7.9,2.2,3.6,66.5
E1534,support_engineer,7.1,9.52,3.4,57.4
E1535,support_engineer,6.8,9.8,9,53.6
E1536,implement_specialist,4.9,2.94,9.5,85.1
E1537,account_manager,6.9,12.88,0.5,67.4
E1538,implement_specialist,7.5,8.79,3.8,36.5
E1539,account_manager,7.9,9.85,6,58.5
E1540,account_manager,8.8,9.66,4.9,87.3
E1541,account_manager,8.7,9.75,3.8,29.4
E1542,implement_specialist,7.9,6.89,6.5,51.1
E1543,implement_specialist,7.5,10.33,6.1,72.8
E1544,implement_specialist,8.8,14.12,5.8,92.6
E1545,account_manager,7.9,4.83,6.3,37.3
E1546,support_engineer,7.2,5.83,4,33.2
E1547,account_manager,5.7,8.35,5.1,92.5
E1548,implement_specialist,7.8,6.54,6.1,51.1
E1549,account_manager,6.3,1.81,6.4,54.9
E1550,account_manager,7.3,3.67,3,48.8
E1551,implement_specialist,8.4,11.75,2.8,72.1
E1552,account_manager,6.4,2.66,9.6,50.1
E1553,implement_specialist,8.1,8.14,3,55.6
E1554,implement_specialist,6.4,9.33,3.6,77
E1555,account_manager,8.7,8.28,4.5,79.7
E1556,support_engineer,8.6,6.27,6.9,69.5
E1557,implement_specialist,7,10.02,6.2,78.7
E1558,implement_specialist,7.3,3.56,6.8,41.2
E1559,account_manager,5.5,0.73,5,58.4
E1560,support_engineer,5.5,3.69,8,53.2
E1561,support_engineer,8.9,2.77,6.7,59.5
E1562,account_manager,7.3,8.52,7.5,45.8
E1563,account_manager,8.2,4.79,9,77.7
E1564,support_engineer,6.1,2.84,3.8,54
E1565,account_manager,9.1,3.79,6,60.5
E1566,account_manager,6.9,3.59,6.9,51.2
E1567,implement_specialist,7.6,12.1,3.3,53.8
E1568,account_manager,8.6,10.7,4.9,81.6
E1569,account_manager,8.1,7.98,5.6,45
E1570,implement_specialist,6.7,6.28,8.9,51.5
E1571,implement_specialist,7.5,10.72,10,61.4
E1572,account_manager,4.5,8.32,6.2,38.3
E1573,account_manager,4,6.98,9.8,59.3
E1574,account_manager,7.8,8.48,9.8,58.7
E1575,implement_specialist,6.9,6.01,10.5,26.3
E1576,implement_specialist,7.1,8.78,4.8,60.7
E1577,account_manager,5.7,4.14,7.7,69.7
E1578,implement_specialist,6.9,10.3,8.5,45.1
E1579,support_engineer,6.7,7.8,5.5,65.6
E1580,account_manager,6.4,11.56,2.2,80.1
E1581,account_manager,7.3,8.98,2.6,59.6
E1582,account_manager,6.1,3.92,8.1,57.7
E1583,implement_specialist,8.6,3.5,6.2,46.5
E1584,implement_specialist,8.9,4.17,6.4,63
E1585,support_engineer,7.1,4.73,7.8,58.2
E1586,support_engineer,6.3,0.68,4.2,45.9
E1587,account_manager,5.2,7.68,6,59.2
E1588,implement_specialist,7,7.57,6.1,41.6
E1589,account_manager,8,3.52,5.8,61.6
E1590,implement_specialist,7.9,9.96,3,100
E1591,implement_specialist,6.8,7.65,6.6,56.9
E1592,implement_specialist,7.2,5.94,7.2,58.5
E1593,account_manager,6.6,8.28,3.2,66.6
E1594,account_manager,5.2,8.16,6.6,58.9
E1595,implement_specialist,4.7,3.37,6,35.5
E1596,account_manager,6.9,3.18,12,48.9
E1597,support_engineer,8,4.61,4.1,23.2
E1598,implement_specialist,6.7,7.32,8,40.4
E1599,implement_specialist,6.8,9.23,5.7,72.7
E1600,account_manager,7.4,4.19,8.5,56
E1601,account_manager,7.5,5.98,6.8,49.2
E1602,support_engineer,7.4,4.18,5.2,51.5
E1603,account_manager,6.4,3.97,9.3,62.9
E1604,account_manager,5.3,0,7.6,78.6
E1605,implement_specialist,6,3.36,8,38.3
E1606,support_engineer,7.1,4.49,9.3,48.3
E1607,account_manager,6.2,2.52,3.4,53.6
E1608,support_engineer,7.3,6.28,4.7,73.6
E1609,support_engineer,7.9,9.21,2.9,53
E1610,account_manager,8.2,7.11,4.7,38.8
E1611,implement_specialist,6.9,8.16,5,47.5
E1612,account_manager,8.4,6.69,3.6,55.6
E1613,account_manager,8.8,11.25,7,24.6
E1614,support_engineer,5.8,7.45,8.2,69.7
E1615,account_manager,7.8,8.12,6.2,55.5
E1616,account_manager,5,10.58,4.9,47
E1617,account_manager,6.9,4.8,8.4,31.5
E1618,account_manager,7.3,14.97,1.1,61.7
E1619,implement_specialist,5.1,5.85,6.6,35.8
E1620,account_manager,5.7,13.21,10.2,40.2
E1621,support_engineer,6.2,4.91,4.9,24.2
E1622,account_manager,7.7,3.69,6.1,59.2
E1623,account_manager,6.3,5.43,4.8,52.4
E1624,support_engineer,8.3,7.95,3.8,62.9
E1625,support_engineer,6.7,7.04,9,84.4
E1626,support_engineer,5.9,6.48,10.7,51.2
E1627,account_manager,6.3,11.86,4.8,62.3
E1628,account_manager,8.8,8.39,5.6,62
E1629,implement_specialist,6.2,6.24,7.7,52.6
E1630,implement_specialist,6.8,8.66,7.8,69.3
E1631,account_manager,8,10.12,6.6,68.3
E1632,support_engineer,6.4,8.85,8.7,71.1
E1633,account_manager,7.4,11.14,4.8,71.8
E1634,implement_specialist,5.5,7.87,7.8,66.5
E1635,implement_specialist,9.9,10.66,5.6,67.1
E1636,account_manager,4.7,10.57,8.5,42.8
E1637,support_engineer,8.6,6.36,1.1,78.4
E1638,account_manager,6.7,11.08,6.6,52.5
E1639,account_manager,6.9,6.54,7.7,64.5
E1640,account_manager,7.7,4.45,3.1,82.1
E1641,implement_specialist,8,10.01,4.8,68
E1642,implement_specialist,6.2,5.84,6.3,83
E1643,account_manager,7.5,6.93,4.4,58.9
E1644,account_manager,6.1,6.23,8.2,62.3
E1645,account_manager,4.8,5.69,11.8,65.8
E1646,implement_specialist,6.5,8.24,1.1,49.7
E1647,account_manager,6.2,3.87,7.8,64.7
E1648,implement_specialist,8.5,8.04,7.1,85.2
E1649,account_manager,8.6,7.76,5.6,64.3
E1650,support_engineer,6.7,9.09,3.2,58.9
E1651,implement_specialist,7.6,8.37,5.5,44.9
E1652,support_engineer,8.3,9.9,5.7,52.8
E1653,account_manager,7.5,5.18,7.6,53
E1654,implement_specialist,6.2,9.75,8.6,63.8
E1655,account_manager,7.9,7.2,4.4,63.9
E1656,account_manager,10.1,7.46,6,70.8
E1657,support_engineer,7.3,6.7,6.5,41.9
E1658,implement_specialist,9.1,12.47,1,95.1
E1659,account_manager,7.9,7,5.3,52.1
E1660,support_engineer,7.6,11.63,3.7,62.3
E1661,support_engineer,8.3,8.48,3.1,81.8
E1662,account_manager,9.4,7.55,3.6,83.7
E1663,account_manager,7.1,6.7,11.2,57.2
E1664,account_manager,5.2,7.47,6.2,54
